1,-0.292813,-0.301562,-0.310937,-0.292812,-0.228125,-0.274375,-0.338125,-0.388125,0.213125,-0.39125,-0.395625,-0.401875,-0.397187,-0.42,-0.455,-0.36625,-0.309687,-0.309375,-0.329687,-0.337187,-0.343437,-0.343125,-0.343437,-0.337187,-0.329687,-0.309375,-0.309687,-0.36625,-0.455,-0.42,-0.397187,-0.401875,-0.292813,-0.301562,-0.310937,-0.292812,-0.228125,-0.274375,-0.338125,-0.388125,0.213125,-0.39125,-0.395625,-0.401875,-0.397187,-0.42,-0.455,-0.36625,-0.309687,-0.309375,-0.329687,-0.337187,-0.343437,-0.343125,-0.343437,-0.337187,-0.329687,-0.309375,-0.309687,-0.36625,-0.455,-0.42,-0.397187,-0.401875
2,-0.34125,-0.342812,-0.330625,-0.2525,-0.26875,-0.358437,-0.439687,0.097813,-0.399375,-0.416562,-0.4075,-0.410625,-0.407187,-0.410625,-0.316875,-0.310937,-0.33375,-0.355625,-0.3675,-0.358437,-0.338125,-0.311875,-0.313438,-0.4,-0.410625,-0.408125,-0.407188,-0.416562,-0.4025,0.07,-0.413125,-0.364688,-0.34125,-0.342812,-0.330625,-0.2525,-0.26875,-0.358437,-0.439687,0.097813,-0.399375,-0.416562,-0.4075,-0.410625,-0.407187,-0.410625,-0.316875,-0.310937,-0.33375,-0.355625,-0.3675,-0.358437,-0.338125,-0.311875,-0.313438,-0.4,-0.410625,-0.408125,-0.407188,-0.416562,-0.4025,0.07,-0.413125,-0.364688
3,-0.363125,-0.358125,-0.329688,-0.27,-0.316875,-0.3925,-0.489687,0.060625,-0.40125,-0.399687,-0.38625,-0.381875,-0.38,-0.36125,-0.291562,-0.294375,-0.314062,-0.334375,-0.335,-0.32875,-0.308438,-0.2925,-0.299688,-0.37625,-0.378437,-0.382813,-0.39125,-0.401563,-0.403437,0.056875,-0.482812,-0.385938,-0.363125,-0.358125,-0.329688,-0.27,-0.316875,-0.3925,-0.489687,0.060625,-0.40125,-0.399687,-0.38625,-0.381875,-0.38,-0.36125,-0.291562,-0.294375,-0.314062,-0.334375,-0.335,-0.32875,-0.308438,-0.2925,-0.299688,-0.37625,-0.378437,-0.382813,-0.39125,-0.401563,-0.403437,0.056875,-0.482812,-0.385938
4,-0.34125,-0.349375,-0.3025,-0.254375,-0.310938,-0.365938,-0.414063,0.02125,-0.402187,-0.403125,-0.405625,-0.406875,-0.426875,-0.429688,-0.328438,-0.301562,-0.320313,-0.330312,-0.330938,-0.329375,-0.309687,-0.307813,-0.352188,-0.440313,-0.415312,-0.405,-0.408437,-0.399687,-0.406875,0.024062,-0.40625,-0.360625,-0.34125,-0.349375,-0.3025,-0.254375,-0.310938,-0.365938,-0.414063,0.02125,-0.402187,-0.403125,-0.405625,-0.406875,-0.426875,-0.429688,-0.328438,-0.301562,-0.320313,-0.330312,-0.330938,-0.329375,-0.309687,-0.307813,-0.352188,-0.440313,-0.415312,-0.405,-0.408437,-0.399687,-0.406875,0.024062,-0.40625,-0.360625
5,-0.331875,-0.33125,-0.297812,-0.235938,-0.277813,-0.353125,-0.419375,0.065625,-0.397812,-0.402187,-0.409063,-0.409687,-0.40875,-0.4375,-0.329687,-0.2825,-0.293125,-0.318125,-0.321562,-0.312813,-0.285313,-0.28875,-0.363438,-0.434063,-0.40875,-0.40875,-0.405,-0.405,-0.40375,0.065312,-0.400938,-0.349063,-0.331875,-0.33125,-0.297812,-0.235938,-0.277813,-0.353125,-0.419375,0.065625,-0.397812,-0.402187,-0.409063,-0.409687,-0.40875,-0.4375,-0.329687,-0.2825,-0.293125,-0.318125,-0.321562,-0.312813,-0.285313,-0.28875,-0.363438,-0.434063,-0.40875,-0.40875,-0.405,-0.405,-0.40375,0.065312,-0.400938,-0.349063
6,-0.324375,-0.325312,-0.297188,-0.224687,-0.275,-0.338437,-0.412188,0.151875,-0.374687,-0.393125,-0.381875,-0.382813,-0.375625,-0.38375,-0.335313,-0.282187,-0.289063,-0.263125,-0.230312,-0.240625,-0.280937,-0.28625,-0.293438,-0.3725,-0.382813,-0.379375,-0.378437,-0.39,-0.38625,-0.233438,-0.037188,-0.34625,-0.324375,-0.325312,-0.297188,-0.224687,-0.275,-0.338437,-0.412188,0.151875,-0.374687,-0.393125,-0.381875,-0.382813,-0.375625,-0.38375,-0.335313,-0.282187,-0.289063,-0.263125,-0.230312,-0.240625,-0.280937,-0.28625,-0.293438,-0.3725,-0.382813,-0.379375,-0.378437,-0.39,-0.38625,-0.233438,-0.037188,-0.34625
7,-0.285313,-0.282812,-0.244062,-0.279375,-0.365,-0.392188,0.092188,-0.398438,-0.396562,-0.394062,-0.39,-0.391875,-0.399375,-0.379063,-0.322812,-0.313125,-0.329062,-0.314687,-0.31625,-0.365313,-0.4025,-0.389375,-0.389063,-0.394688,-0.39625,-0.38875,0.115,-0.435,-0.364062,-0.312813,-0.233125,-0.279062,-0.285313,-0.282812,-0.244062,-0.279375,-0.365,-0.392188,0.092188,-0.398438,-0.396562,-0.394062,-0.39,-0.391875,-0.399375,-0.379063,-0.322812,-0.313125,-0.329062,-0.314687,-0.31625,-0.365313,-0.4025,-0.389375,-0.389063,-0.394688,-0.39625,-0.38875,0.115,-0.435,-0.364062,-0.312813,-0.233125,-0.279062
8,-0.355937,-0.3625,-0.355625,-0.321563,-0.270625,-0.319688,-0.389687,-0.414063,0.087187,-0.430312,-0.43625,-0.429688,-0.430312,-0.42,-0.481562,-0.444375,-0.325,-0.319375,-0.329687,-0.343437,-0.350937,-0.346563,-0.34375,-0.324687,-0.317187,-0.345625,-0.468125,-0.46875,-0.415,-0.431875,-0.433437,-0.436875,-0.355937,-0.3625,-0.355625,-0.321563,-0.270625,-0.319688,-0.389687,-0.414063,0.087187,-0.430312,-0.43625,-0.429688,-0.430312,-0.42,-0.481562,-0.444375,-0.325,-0.319375,-0.329687,-0.343437,-0.350937,-0.346563,-0.34375,-0.324687,-0.317187,-0.345625,-0.468125,-0.46875,-0.415,-0.431875,-0.433437,-0.436875
9,-0.3425,-0.355937,-0.339063,-0.26625,-0.29,-0.366875,-0.42625,0.080625,-0.424375,-0.40375,-0.405,-0.401563,-0.409375,-0.41875,-0.357188,-0.287813,-0.296562,-0.3175,-0.333125,-0.33625,-0.320313,-0.296875,-0.287188,-0.344063,-0.416875,-0.41125,-0.401875,-0.405313,-0.4025,-0.41625,0.090313,-0.449062,-0.3425,-0.355937,-0.339063,-0.26625,-0.29,-0.366875,-0.42625,0.080625,-0.424375,-0.40375,-0.405,-0.401563,-0.409375,-0.41875,-0.357188,-0.287813,-0.296562,-0.3175,-0.333125,-0.33625,-0.320313,-0.296875,-0.287188,-0.344063,-0.416875,-0.41125,-0.401875,-0.405313,-0.4025,-0.41625,0.090313,-0.449062
10,-0.338125,-0.331562,-0.321875,-0.242812,-0.245,-0.336563,-0.39875,0.089375,-0.3775,-0.391562,-0.383437,-0.372187,-0.37875,-0.378125,-0.304688,-0.273438,-0.280937,-0.301875,-0.31,-0.309062,-0.287188,-0.277812,-0.281563,-0.3575,-0.380938,-0.373437,-0.38,-0.388125,-0.385625,-0.009375,-0.31,-0.343437,-0.338125,-0.331562,-0.321875,-0.242812,-0.245,-0.336563,-0.39875,0.089375,-0.3775,-0.391562,-0.383437,-0.372187,-0.37875,-0.378125,-0.304688,-0.273438,-0.280937,-0.301875,-0.31,-0.309062,-0.287188,-0.277812,-0.281563,-0.3575,-0.380938,-0.373437,-0.38,-0.388125,-0.385625,-0.009375,-0.31,-0.343437
